transaction_id,item,dept
4699,Mild Chunky Salsa,Pantry
4699,Organic Hass Avocados,Produce
4699,Organic Tortilla Chips,Pantry
4699,Sparkling Mineral Water,Beverages
4700,72% Dark Chocolate Bar,Snacks
4700,Artisanal Sourdough Bread,Bakery & Deli
4700,Extra Virgin Olive Oil,Pantry
4700,Organic Baby Spinach,Produce
4700,Organic Hass Avocados,Produce
4700,Oven Roasted Turkey Breast,Bakery & Deli
4700,Roasted Salted Almonds,Snacks
4700,Roma Tomatoes,Produce
4701,Espresso Roast Coffee Beans,Beverages
4701,Extra Virgin Olive Oil,Pantry
4701,Organic Baby Spinach,Produce
4701,Organic Hass Avocados,Produce
4701,Oven Roasted Turkey Breast,Bakery & Deli
4701,Roma Tomatoes,Produce
4701,Sparkling Mineral Water,Beverages
4702,Fresh Limes,Produce
4702,Fresh Organic Cilantro,Produce
4702,Mild Chunky Salsa,Pantry
4702,Organic Hass Avocados,Produce
4702,Organic Tortilla Chips,Pantry
4702,Slow-Simmered Marinara,Pantry
4702,Sparkling Mineral Water,Beverages
4703,Organic Baby Spinach,Produce
4703,Organic Strawberry Jam,Pantry
4703,Sea Salt Kettle Chips,Snacks
4704,Grated Parmesan Cheese,Pantry
4704,Penne Rigate Pasta,Pantry
4704,Slow-Simmered Marinara,Pantry
4705,Barista Oat Milk,Dairy & Eggs
4705,Espresso Roast Coffee Beans,Beverages
4705,Organic Baby Spinach,Produce
4705,Organic Strawberry Jam,Pantry
4706,Brioche Sandwich Buns,Bakery & Deli
4706,Extra Virgin Olive Oil,Pantry
4706,Organic Hass Avocados,Produce
4706,Oven Roasted Turkey Breast,Bakery & Deli
4706,Roasted Salted Almonds,Snacks
4706,Roma Tomatoes,Produce
4706,Sparkling Mineral Water,Beverages
4707,Artisanal Sourdough Bread,Bakery & Deli
4707,Espresso Roast Coffee Beans,Beverages
4707,Fresh Limes,Produce
4707,Grade A Large Pasture Eggs,Dairy & Eggs
4707,Madagascar Vanilla Syrup,Beverages
4707,Organic Whole Milk,Dairy & Eggs
4707,Roasted Salted Almonds,Snacks
4708,Extra Virgin Olive Oil,Pantry
4708,Organic Baby Spinach,Produce
4708,Organic Hass Avocados,Produce
4708,Roasted Salted Almonds,Snacks
4708,Roma Tomatoes,Produce
4708,Sparkling Mineral Water,Beverages
4709,Brioche Sandwich Buns,Bakery & Deli
4709,Penne Rigate Pasta,Pantry
4709,Sea Salt Kettle Chips,Snacks
4709,Slow-Simmered Marinara,Pantry
4710,Artisanal Sourdough Bread,Bakery & Deli
4710,Creamy Peanut Butter,Pantry
4710,Organic Bananas,Produce
4710,Organic Hass Avocados,Produce
4710,Organic Strawberry Jam,Pantry
4710,Sea Salt Kettle Chips,Snacks
4711,Barista Oat Milk,Dairy & Eggs
4711,Espresso Roast Coffee Beans,Beverages
4711,Grade A Large Pasture Eggs,Dairy & Eggs
4711,Organic Whole Milk,Dairy & Eggs
4712,72% Dark Chocolate Bar,Snacks
4712,Artisanal Sourdough Bread,Bakery & Deli
4712,Grated Parmesan Cheese,Pantry
4712,Penne Rigate Pasta,Pantry
4712,Slow-Simmered Marinara,Pantry
4713,72% Dark Chocolate Bar,Snacks
4713,Artisanal Sourdough Bread,Bakery & Deli
4713,Extra Virgin Olive Oil,Pantry
4713,Grated Parmesan Cheese,Pantry
4714,Barista Oat Milk,Dairy & Eggs
4714,Espresso Roast Coffee Beans,Beverages
4714,Grade A Large Pasture Eggs,Dairy & Eggs
4714,Madagascar Vanilla Syrup,Beverages
4714,Organic Bananas,Produce
4714,Organic Whole Milk,Dairy & Eggs
4715,Cold Brew Concentrate,Beverages
4715,Extra Virgin Olive Oil,Pantry
4715,Organic Baby Spinach,Produce
4715,Organic Hass Avocados,Produce
4715,Oven Roasted Turkey Breast,Bakery & Deli
4715,Roma Tomatoes,Produce
4716,Artisanal Sourdough Bread,Bakery & Deli
4716,Creamy Peanut Butter,Pantry
4716,Honeycrisp Apples,Produce
4716,Organic Strawberry Jam,Pantry
4716,Oven Roasted Turkey Breast,Bakery & Deli
4717,Extra Virgin Olive Oil,Pantry
4717,Greek Whole Milk Yogurt,Dairy & Eggs
4717,Organic Hass Avocados,Produce
4717,Organic Whole Milk,Dairy & Eggs
4717,Roasted Salted Almonds,Snacks
4717,Roma Tomatoes,Produce
4718,Artisanal Sourdough Bread,Bakery & Deli
4718,Creamy Peanut Butter,Pantry
4718,Organic Strawberry Jam,Pantry
4718,Organic Whole Milk,Dairy & Eggs
4718,Sea Salt Kettle Chips,Snacks
4719,Espresso Roast Coffee Beans,Beverages
4719,Grade A Large Pasture Eggs,Dairy & Eggs
4719,Organic Baby Spinach,Produce
4719,Organic Whole Milk,Dairy & Eggs
4719,Salted Creamery Butter,Dairy & Eggs
4720,Aged Sharp Cheddar,Dairy & Eggs
4720,Artisanal Sourdough Bread,Bakery & Deli
4720,Barista Oat Milk,Dairy & Eggs
4720,Espresso Roast Coffee Beans,Beverages
4720,Organic Bananas,Produce
4720,Organic Green Tea Bags,Beverages
4720,Organic Whole Milk,Dairy & Eggs
4720,Salted Creamery Butter,Dairy & Eggs
4721,Fresh Limes,Produce
4721,Fresh Organic Cilantro,Produce
4721,Mild Chunky Salsa,Pantry
4721,Organic Hass Avocados,Produce
4721,Organic Tortilla Chips,Pantry
4721,Roma Tomatoes,Produce
4721,Sparkling Mineral Water,Beverages
4722,Barista Oat Milk,Dairy & Eggs
4722,Brioche Sandwich Buns,Bakery & Deli
4722,Espresso Roast Coffee Beans,Beverages
4722,Grade A Large Pasture Eggs,Dairy & Eggs
4722,Organic Whole Milk,Dairy & Eggs
4723,Artisanal Sourdough Bread,Bakery & Deli
4723,Espresso Roast Coffee Beans,Beverages
4723,Grade A Large Pasture Eggs,Dairy & Eggs
4723,Madagascar Vanilla Syrup,Beverages
4723,Organic Whole Milk,Dairy & Eggs
4723,Salted Creamery Butter,Dairy & Eggs
4724,Artisanal Sourdough Bread,Bakery & Deli
4724,Creamy Peanut Butter,Pantry
4724,Organic Strawberry Jam,Pantry
4724,Organic Whole Milk,Dairy & Eggs
4725,Creamy Peanut Butter,Pantry
4725,Fresh Organic Cilantro,Produce
4725,Sparkling Mineral Water,Beverages
4726,Extra Virgin Olive Oil,Pantry
4726,Organic Baby Spinach,Produce
4726,Organic Green Tea Bags,Beverages
4726,Organic Hass Avocados,Produce
4726,Oven Roasted Turkey Breast,Bakery & Deli
4726,Roasted Salted Almonds,Snacks
4726,Roma Tomatoes,Produce
4727,Fresh Limes,Produce
4727,Fresh Organic Cilantro,Produce
4727,Mild Chunky Salsa,Pantry
4727,Organic Hass Avocados,Produce
4727,Organic Tortilla Chips,Pantry
4728,Artisanal Sourdough Bread,Bakery & Deli
4728,Barista Oat Milk,Dairy & Eggs
4728,Espresso Roast Coffee Beans,Beverages
4728,Greek Whole Milk Yogurt,Dairy & Eggs
4728,Madagascar Vanilla Syrup,Beverages
4728,Organic Whole Milk,Dairy & Eggs
4728,Salted Creamery Butter,Dairy & Eggs
4729,Grade A Large Pasture Eggs,Dairy & Eggs
4729,Grated Parmesan Cheese,Pantry
4729,Organic Tortilla Chips,Pantry
4729,Penne Rigate Pasta,Pantry
4729,Slow-Simmered Marinara,Pantry
4730,Artisanal Sourdough Bread,Bakery & Deli
4730,Grated Parmesan Cheese,Pantry
4730,Slow-Simmered Marinara,Pantry
4731,72% Dark Chocolate Bar,Snacks
4731,Artisanal Sourdough Bread,Bakery & Deli
4731,Grated Parmesan Cheese,Pantry
4731,Penne Rigate Pasta,Pantry
4731,Slow-Simmered Marinara,Pantry
4732,Extra Virgin Olive Oil,Pantry
4732,Organic Baby Spinach,Produce
4732,Organic Hass Avocados,Produce
4732,Roma Tomatoes,Produce
4733,Artisanal Sourdough Bread,Bakery & Deli
4733,Creamy Peanut Butter,Pantry
4733,Organic Strawberry Jam,Pantry
4733,Organic Whole Milk,Dairy & Eggs
4733,Plain New York Bagels,Bakery & Deli
4733,Sea Salt Kettle Chips,Snacks
4734,72% Dark Chocolate Bar,Snacks
4734,Aged Sharp Cheddar,Dairy & Eggs
4734,Extra Virgin Olive Oil,Pantry
4734,Fresh Limes,Produce
4734,Organic Baby Spinach,Produce
4734,Organic Hass Avocados,Produce
4734,Organic Whole Milk,Dairy & Eggs
4734,Oven Roasted Turkey Breast,Bakery & Deli
4734,Roma Tomatoes,Produce
4734,Sparkling Mineral Water,Beverages
4735,Extra Virgin Olive Oil,Pantry
4735,Organic Baby Spinach,Produce
4735,Oven Roasted Turkey Breast,Bakery & Deli
4735,Roma Tomatoes,Produce
4735,Sea Salt Kettle Chips,Snacks
4736,Artisanal Sourdough Bread,Bakery & Deli
4736,Espresso Roast Coffee Beans,Beverages
4736,Organic Strawberry Jam,Pantry
4737,72% Dark Chocolate Bar,Snacks
4737,Espresso Roast Coffee Beans,Beverages
4737,Grade A Large Pasture Eggs,Dairy & Eggs
4737,Organic Whole Milk,Dairy & Eggs
4738,Fresh Organic Cilantro,Produce
4738,Mild Chunky Salsa,Pantry
4738,Organic Hass Avocados,Produce
4738,Organic Tortilla Chips,Pantry
4738,Roma Tomatoes,Produce
4738,Sparkling Mineral Water,Beverages
4739,Artisanal Sourdough Bread,Bakery & Deli
4739,Barista Oat Milk,Dairy & Eggs
4739,Espresso Roast Coffee Beans,Beverages
4739,Grade A Large Pasture Eggs,Dairy & Eggs
4739,Organic Whole Milk,Dairy & Eggs
4739,Roma Tomatoes,Produce
4740,Artisanal Sourdough Bread,Bakery & Deli
4740,Brioche Sandwich Buns,Bakery & Deli
4740,Creamy Peanut Butter,Pantry
4740,Organic Bananas,Produce
4740,Organic Strawberry Jam,Pantry
4741,Barista Oat Milk,Dairy & Eggs
4741,Espresso Roast Coffee Beans,Beverages
4741,Grade A Large Pasture Eggs,Dairy & Eggs
4741,Madagascar Vanilla Syrup,Beverages
4741,Organic Whole Milk,Dairy & Eggs
4741,Salted Creamery Butter,Dairy & Eggs
4742,Artisanal Sourdough Bread,Bakery & Deli
4742,Barista Oat Milk,Dairy & Eggs
4742,Espresso Roast Coffee Beans,Beverages
4742,Grade A Large Pasture Eggs,Dairy & Eggs
4742,Grated Parmesan Cheese,Pantry
4742,Madagascar Vanilla Syrup,Beverages
4742,Mild Chunky Salsa,Pantry
4742,Organic Strawberry Jam,Pantry
4742,Sea Salt Kettle Chips,Snacks
4743,Fresh Limes,Produce
4743,Fresh Organic Cilantro,Produce
4743,Madagascar Vanilla Syrup,Beverages
4743,Mild Chunky Salsa,Pantry
4743,Organic Bananas,Produce
4743,Organic Tortilla Chips,Pantry
4743,Roma Tomatoes,Produce
4744,Extra Virgin Olive Oil,Pantry
4744,Mild Chunky Salsa,Pantry
4744,Organic Baby Spinach,Produce
4744,Organic Hass Avocados,Produce
4744,Oven Roasted Turkey Breast,Bakery & Deli
4744,Roasted Salted Almonds,Snacks
4744,Roma Tomatoes,Produce
4745,Extra Virgin Olive Oil,Pantry
4745,Grade A Large Pasture Eggs,Dairy & Eggs
4745,Organic Baby Spinach,Produce
4745,Organic Hass Avocados,Produce
4745,Oven Roasted Turkey Breast,Bakery & Deli
4745,Roasted Salted Almonds,Snacks
4745,Roma Tomatoes,Produce
4745,Sparkling Mineral Water,Beverages
4746,Organic Hass Avocados,Produce
4746,Oven Roasted Turkey Breast,Bakery & Deli
4746,Roasted Salted Almonds,Snacks
4746,Roma Tomatoes,Produce
4746,Sparkling Mineral Water,Beverages
4747,Fresh Limes,Produce
4747,Fresh Organic Cilantro,Produce
4747,Organic Hass Avocados,Produce
4747,Sparkling Mineral Water,Beverages
4748,72% Dark Chocolate Bar,Snacks
4748,Brioche Sandwich Buns,Bakery & Deli
4748,Grated Parmesan Cheese,Pantry
4748,Penne Rigate Pasta,Pantry
4748,Slow-Simmered Marinara,Pantry
4749,Artisanal Sourdough Bread,Bakery & Deli
4749,Greek Whole Milk Yogurt,Dairy & Eggs
4749,Penne Rigate Pasta,Pantry
4749,Slow-Simmered Marinara,Pantry
4750,Artisanal Sourdough Bread,Bakery & Deli
4750,Creamy Peanut Butter,Pantry
4750,Organic Bananas,Produce
4750,Sparkling Mineral Water,Beverages
4751,Fresh Limes,Produce
4751,Fresh Organic Cilantro,Produce
4751,Organic Bananas,Produce
4751,Organic Hass Avocados,Produce
4751,Roma Tomatoes,Produce
4752,Fresh Limes,Produce
4752,Fresh Organic Cilantro,Produce
4752,Grade A Large Pasture Eggs,Dairy & Eggs
4752,Mild Chunky Salsa,Pantry
4752,Organic Hass Avocados,Produce
4753,Extra Virgin Olive Oil,Pantry
4753,Organic Baby Spinach,Produce
4753,Organic Hass Avocados,Produce
4753,Oven Roasted Turkey Breast,Bakery & Deli
4753,Roma Tomatoes,Produce
4754,Fresh Organic Cilantro,Produce
4754,Mild Chunky Salsa,Pantry
4754,Organic Hass Avocados,Produce
4754,Organic Tortilla Chips,Pantry
4754,Roma Tomatoes,Produce
4755,Fresh Limes,Produce
4755,Fresh Organic Cilantro,Produce
4755,Mild Chunky Salsa,Pantry
4755,Organic Hass Avocados,Produce
4755,Organic Tortilla Chips,Pantry
4755,Roma Tomatoes,Produce
4755,Sparkling Mineral Water,Beverages
4756,72% Dark Chocolate Bar,Snacks
4756,Artisanal Sourdough Bread,Bakery & Deli
4756,Grated Parmesan Cheese,Pantry
4756,Penne Rigate Pasta,Pantry
4756,Slow-Simmered Marinara,Pantry
4757,Fresh Limes,Produce
4757,Fresh Organic Cilantro,Produce
4757,Organic Hass Avocados,Produce
4757,Organic Tortilla Chips,Pantry
4757,Sparkling Mineral Water,Beverages
4758,Fresh Limes,Produce
4758,Fresh Organic Cilantro,Produce
4758,Mild Chunky Salsa,Pantry
4758,Organic Hass Avocados,Produce
4758,Organic Tortilla Chips,Pantry
4758,Organic Whole Milk,Dairy & Eggs
4758,Roasted Salted Almonds,Snacks
4758,Roma Tomatoes,Produce
4758,Sparkling Mineral Water,Beverages
4759,Artisanal Sourdough Bread,Bakery & Deli
4759,Espresso Roast Coffee Beans,Beverages
4759,Grade A Large Pasture Eggs,Dairy & Eggs
4759,Madagascar Vanilla Syrup,Beverages
4759,Organic Whole Milk,Dairy & Eggs
4759,Salted Creamery Butter,Dairy & Eggs
4760,Brioche Sandwich Buns,Bakery & Deli
4760,Extra Virgin Olive Oil,Pantry
4760,Organic Baby Spinach,Produce
4760,Organic Hass Avocados,Produce
4760,Organic Whole Milk,Dairy & Eggs
4760,Oven Roasted Turkey Breast,Bakery & Deli
4760,Roasted Salted Almonds,Snacks
4760,Roma Tomatoes,Produce
4761,Artisanal Sourdough Bread,Bakery & Deli
4761,Extra Virgin Olive Oil,Pantry
4761,Organic Baby Spinach,Produce
4761,Organic Hass Avocados,Produce
4761,Oven Roasted Turkey Breast,Bakery & Deli
4761,Roasted Salted Almonds,Snacks
4761,Roma Tomatoes,Produce
4761,Sparkling Mineral Water,Beverages
4762,Fresh Limes,Produce
4762,Fresh Organic Cilantro,Produce
4762,Mild Chunky Salsa,Pantry
4763,Barista Oat Milk,Dairy & Eggs
4763,Fresh Organic Cilantro,Produce
4763,Mild Chunky Salsa,Pantry
4763,Organic Hass Avocados,Produce
4763,Organic Tortilla Chips,Pantry
4763,Roma Tomatoes,Produce
4764,Grated Parmesan Cheese,Pantry
4764,Penne Rigate Pasta,Pantry
4764,Slow-Simmered Marinara,Pantry
4765,Fresh Organic Cilantro,Produce
4765,Mild Chunky Salsa,Pantry
4765,Organic Hass Avocados,Produce
4765,Organic Tortilla Chips,Pantry
4765,Roma Tomatoes,Produce
4766,Fresh Limes,Produce
4766,Fresh Organic Cilantro,Produce
4766,Greek Whole Milk Yogurt,Dairy & Eggs
4766,Organic Tortilla Chips,Pantry
4766,Roma Tomatoes,Produce
4767,Fresh Limes,Produce
4767,Fresh Organic Cilantro,Produce
4767,Mild Chunky Salsa,Pantry
4767,Organic Hass Avocados,Produce
4767,Organic Tortilla Chips,Pantry
4767,Roma Tomatoes,Produce
4767,Sparkling Mineral Water,Beverages
4768,Artisanal Sourdough Bread,Bakery & Deli
4768,Barista Oat Milk,Dairy & Eggs
4768,Espresso Roast Coffee Beans,Beverages
4768,Grade A Large Pasture Eggs,Dairy & Eggs
4768,Honeycrisp Apples,Produce
4768,Organic Whole Milk,Dairy & Eggs
4769,72% Dark Chocolate Bar,Snacks
4769,Artisanal Sourdough Bread,Bakery & Deli
4769,Creamy Peanut Butter,Pantry
4769,Organic Strawberry Jam,Pantry
4769,Sea Salt Kettle Chips,Snacks
4770,Artisanal Sourdough Bread,Bakery & Deli
4770,Fresh Limes,Produce
4770,Mild Chunky Salsa,Pantry
4770,Organic Hass Avocados,Produce
4770,Organic Tortilla Chips,Pantry
4771,Fresh Limes,Produce
4771,Fresh Organic Cilantro,Produce
4771,Organic Tortilla Chips,Pantry
4771,Sparkling Mineral Water,Beverages
4772,Artisanal Sourdough Bread,Bakery & Deli
4772,Creamy Peanut Butter,Pantry
4772,Grade A Large Pasture Eggs,Dairy & Eggs
4772,Organic Strawberry Jam,Pantry
4772,Salted Creamery Butter,Dairy & Eggs
4773,Fresh Limes,Produce
4773,Fresh Organic Cilantro,Produce
4773,Mild Chunky Salsa,Pantry
4773,Organic Hass Avocados,Produce
4773,Organic Tortilla Chips,Pantry
4773,Roma Tomatoes,Produce
4774,Extra Virgin Olive Oil,Pantry
4774,Greek Whole Milk Yogurt,Dairy & Eggs
4774,Organic Baby Spinach,Produce
4774,Organic Hass Avocados,Produce
4774,Oven Roasted Turkey Breast,Bakery & Deli
4774,Roasted Salted Almonds,Snacks
4774,Roma Tomatoes,Produce
4775,Barista Oat Milk,Dairy & Eggs
4775,Espresso Roast Coffee Beans,Beverages
4775,Grade A Large Pasture Eggs,Dairy & Eggs
4775,Madagascar Vanilla Syrup,Beverages
4775,Organic Hass Avocados,Produce
4775,Organic Strawberry Jam,Pantry
4775,Organic Whole Milk,Dairy & Eggs
4775,Sea Salt Kettle Chips,Snacks
4776,Fresh Limes,Produce
4776,Fresh Organic Cilantro,Produce
4776,Mild Chunky Salsa,Pantry
4776,Organic Hass Avocados,Produce
4776,Organic Tortilla Chips,Pantry
4776,Organic Whole Milk,Dairy & Eggs
4776,Sparkling Mineral Water,Beverages
4777,Artisanal Sourdough Bread,Bakery & Deli
4777,Extra Virgin Olive Oil,Pantry
4777,Grated Parmesan Cheese,Pantry
4777,Penne Rigate Pasta,Pantry
4777,Slow-Simmered Marinara,Pantry
4778,Brioche Sandwich Buns,Bakery & Deli
4778,Extra Virgin Olive Oil,Pantry
4778,Organic Baby Spinach,Produce
4778,Organic Hass Avocados,Produce
4778,Organic Whole Milk,Dairy & Eggs
4778,Oven Roasted Turkey Breast,Bakery & Deli
4778,Roma Tomatoes,Produce
4779,Artisanal Sourdough Bread,Bakery & Deli
4779,Espresso Roast Coffee Beans,Beverages
4779,Grade A Large Pasture Eggs,Dairy & Eggs
4779,Madagascar Vanilla Syrup,Beverages
4780,Artisanal Sourdough Bread,Bakery & Deli
4780,Espresso Roast Coffee Beans,Beverages
4780,Fresh Limes,Produce
4780,Grade A Large Pasture Eggs,Dairy & Eggs
4780,Organic Whole Milk,Dairy & Eggs
4781,Artisanal Sourdough Bread,Bakery & Deli
4781,Barista Oat Milk,Dairy & Eggs
4781,Espresso Roast Coffee Beans,Beverages
4781,Organic Whole Milk,Dairy & Eggs
4782,72% Dark Chocolate Bar,Snacks
4782,Grated Parmesan Cheese,Pantry
4782,Penne Rigate Pasta,Pantry
4782,Slow-Simmered Marinara,Pantry
4783,Fresh Limes,Produce
4783,Mild Chunky Salsa,Pantry
4783,Organic Hass Avocados,Produce
4783,Organic Tortilla Chips,Pantry
4783,Roma Tomatoes,Produce
4784,Cold Brew Concentrate,Beverages
4784,Espresso Roast Coffee Beans,Beverages
4784,Fresh Limes,Produce
4784,Grade A Large Pasture Eggs,Dairy & Eggs
4784,Madagascar Vanilla Syrup,Beverages
4784,Organic Whole Milk,Dairy & Eggs
4785,Fresh Limes,Produce
4785,Fresh Organic Cilantro,Produce
4785,Organic Hass Avocados,Produce
4785,Organic Tortilla Chips,Pantry
4785,Roma Tomatoes,Produce
4785,Sparkling Mineral Water,Beverages
4786,Artisanal Sourdough Bread,Bakery & Deli
4786,Creamy Peanut Butter,Pantry
4786,Organic Baby Spinach,Produce
4786,Organic Strawberry Jam,Pantry
4786,Organic Whole Milk,Dairy & Eggs
4786,Sea Salt Kettle Chips,Snacks
4787,72% Dark Chocolate Bar,Snacks
4787,Grated Parmesan Cheese,Pantry
4787,Penne Rigate Pasta,Pantry
4787,Slow-Simmered Marinara,Pantry
4788,Fresh Limes,Produce
4788,Fresh Organic Cilantro,Produce
4788,Grade A Large Pasture Eggs,Dairy & Eggs
4788,Organic Hass Avocados,Produce
4788,Organic Tortilla Chips,Pantry
4789,Artisanal Sourdough Bread,Bakery & Deli
4789,Creamy Peanut Butter,Pantry
4789,Organic Strawberry Jam,Pantry
4789,Organic Whole Milk,Dairy & Eggs
4789,Sea Salt Kettle Chips,Snacks
4790,Brioche Sandwich Buns,Bakery & Deli
4790,Fresh Limes,Produce
4790,Fresh Organic Cilantro,Produce
4790,Madagascar Vanilla Syrup,Beverages
4790,Mild Chunky Salsa,Pantry
4790,Organic Tortilla Chips,Pantry
4790,Roma Tomatoes,Produce
4790,Sparkling Mineral Water,Beverages
4791,Espresso Roast Coffee Beans,Beverages
4791,Extra Virgin Olive Oil,Pantry
4791,Organic Baby Spinach,Produce
4791,Organic Hass Avocados,Produce
4791,Oven Roasted Turkey Breast,Bakery & Deli
4791,Roma Tomatoes,Produce
4792,Artisanal Sourdough Bread,Bakery & Deli
4792,Creamy Peanut Butter,Pantry
4792,Grade A Large Pasture Eggs,Dairy & Eggs
4792,Organic Bananas,Produce
4792,Organic Strawberry Jam,Pantry
4792,Organic Whole Milk,Dairy & Eggs
4792,Sea Salt Kettle Chips,Snacks
4793,Extra Virgin Olive Oil,Pantry
4793,Organic Baby Spinach,Produce
4793,Organic Green Tea Bags,Beverages
4793,Oven Roasted Turkey Breast,Bakery & Deli
4793,Roasted Salted Almonds,Snacks
4794,Fresh Limes,Produce
4794,Fresh Organic Cilantro,Produce
4794,Mild Chunky Salsa,Pantry
4794,Organic Hass Avocados,Produce
4794,Organic Tortilla Chips,Pantry
4794,Sparkling Mineral Water,Beverages
4795,72% Dark Chocolate Bar,Snacks
4795,Artisanal Sourdough Bread,Bakery & Deli
4795,Extra Virgin Olive Oil,Pantry
4795,Grated Parmesan Cheese,Pantry
4795,Penne Rigate Pasta,Pantry
4796,Espresso Roast Coffee Beans,Beverages
4796,Extra Virgin Olive Oil,Pantry
4796,Grade A Large Pasture Eggs,Dairy & Eggs
4796,Madagascar Vanilla Syrup,Beverages
4796,Organic Whole Milk,Dairy & Eggs
4796,Salted Creamery Butter,Dairy & Eggs
4797,Artisanal Sourdough Bread,Bakery & Deli
4797,Creamy Peanut Butter,Pantry
4797,Grated Parmesan Cheese,Pantry
4797,Mild Chunky Salsa,Pantry
4797,Penne Rigate Pasta,Pantry
4797,Slow-Simmered Marinara,Pantry
4798,Fresh Limes,Produce
4798,Fresh Organic Cilantro,Produce
4798,Organic Hass Avocados,Produce
4798,Organic Tortilla Chips,Pantry
4798,Roma Tomatoes,Produce
4798,Sparkling Mineral Water,Beverages
4799,Artisanal Sourdough Bread,Bakery & Deli
4799,Creamy Peanut Butter,Pantry
4799,Organic Bananas,Produce
4799,Organic Strawberry Jam,Pantry
4799,Organic Whole Milk,Dairy & Eggs
4800,Barista Oat Milk,Dairy & Eggs
4800,Espresso Roast Coffee Beans,Beverages
4800,Organic Whole Milk,Dairy & Eggs
4800,Salted Creamery Butter,Dairy & Eggs
4801,Barista Oat Milk,Dairy & Eggs
4801,Espresso Roast Coffee Beans,Beverages
4801,Grade A Large Pasture Eggs,Dairy & Eggs
4801,Madagascar Vanilla Syrup,Beverages
4801,Organic Whole Milk,Dairy & Eggs
4802,Artisanal Sourdough Bread,Bakery & Deli
4802,Creamy Peanut Butter,Pantry
4802,Honeycrisp Apples,Produce
4802,Organic Bananas,Produce
4802,Organic Strawberry Jam,Pantry
4802,Organic Whole Milk,Dairy & Eggs
4802,Sea Salt Kettle Chips,Snacks
4803,Artisanal Sourdough Bread,Bakery & Deli
4803,Creamy Peanut Butter,Pantry
4803,Organic Whole Milk,Dairy & Eggs
4803,Sea Salt Kettle Chips,Snacks
4804,Creamy Peanut Butter,Pantry
4804,Extra Virgin Olive Oil,Pantry
4804,Grated Parmesan Cheese,Pantry
4804,Madagascar Vanilla Syrup,Beverages
4804,Organic Green Tea Bags,Beverages
4804,Penne Rigate Pasta,Pantry
4804,Slow-Simmered Marinara,Pantry
4805,Barista Oat Milk,Dairy & Eggs
4805,Grade A Large Pasture Eggs,Dairy & Eggs
4805,Organic Whole Milk,Dairy & Eggs
4806,Artisanal Sourdough Bread,Bakery & Deli
4806,Creamy Peanut Butter,Pantry
4806,Organic Strawberry Jam,Pantry
4806,Organic Whole Milk,Dairy & Eggs
4806,Oven Roasted Turkey Breast,Bakery & Deli
4807,Artisanal Sourdough Bread,Bakery & Deli
4807,Extra Virgin Olive Oil,Pantry
4807,Grated Parmesan Cheese,Pantry
4807,Organic Bananas,Produce
4807,Penne Rigate Pasta,Pantry
4807,Slow-Simmered Marinara,Pantry
4808,Organic Baby Spinach,Produce
4808,Organic Hass Avocados,Produce
4808,Oven Roasted Turkey Breast,Bakery & Deli
4808,Roasted Salted Almonds,Snacks
4808,Roma Tomatoes,Produce
4809,Artisanal Sourdough Bread,Bakery & Deli
4809,Fresh Limes,Produce
4809,Organic Strawberry Jam,Pantry
4809,Organic Whole Milk,Dairy & Eggs
4810,72% Dark Chocolate Bar,Snacks
4810,Artisanal Sourdough Bread,Bakery & Deli
4810,Barista Oat Milk,Dairy & Eggs
4810,Extra Virgin Olive Oil,Pantry
4810,Grated Parmesan Cheese,Pantry
4810,Penne Rigate Pasta,Pantry
4810,Slow-Simmered Marinara,Pantry
4811,Brioche Sandwich Buns,Bakery & Deli
4811,Creamy Peanut Butter,Pantry
4811,Greek Whole Milk Yogurt,Dairy & Eggs
4811,Honeycrisp Apples,Produce
4811,Organic Strawberry Jam,Pantry
4811,Organic Whole Milk,Dairy & Eggs
4811,Plain New York Bagels,Bakery & Deli
4812,Brioche Sandwich Buns,Bakery & Deli
4812,Espresso Roast Coffee Beans,Beverages
4812,Extra Virgin Olive Oil,Pantry
4812,Organic Baby Spinach,Produce
4812,Organic Hass Avocados,Produce
4812,Roasted Salted Almonds,Snacks
4812,Roma Tomatoes,Produce
4812,Sparkling Mineral Water,Beverages
4813,72% Dark Chocolate Bar,Snacks
4813,Artisanal Sourdough Bread,Bakery & Deli
4813,Grated Parmesan Cheese,Pantry
4813,Slow-Simmered Marinara,Pantry
4814,72% Dark Chocolate Bar,Snacks
4814,Artisanal Sourdough Bread,Bakery & Deli
4814,Extra Virgin Olive Oil,Pantry
4814,Grated Parmesan Cheese,Pantry
4814,Madagascar Vanilla Syrup,Beverages
4814,Organic Hass Avocados,Produce
4814,Penne Rigate Pasta,Pantry
4814,Slow-Simmered Marinara,Pantry
4815,Extra Virgin Olive Oil,Pantry
4815,Fresh Limes,Produce
4815,Organic Baby Spinach,Produce
4815,Organic Hass Avocados,Produce
4815,Roma Tomatoes,Produce
4816,Artisanal Sourdough Bread,Bakery & Deli
4816,Barista Oat Milk,Dairy & Eggs
4816,Espresso Roast Coffee Beans,Beverages
4816,Grade A Large Pasture Eggs,Dairy & Eggs
4816,Organic Whole Milk,Dairy & Eggs
4817,Espresso Roast Coffee Beans,Beverages
4817,Fresh Limes,Produce
4817,Fresh Organic Cilantro,Produce
4817,Mild Chunky Salsa,Pantry
4817,Organic Hass Avocados,Produce
4817,Organic Tortilla Chips,Pantry
